"eventName","eventDescription","eventConstant","owner","feature","tags","groupDescription","propertyName","propertyDescription","propertyType","propertyPossibleValues","propertyIsNullable"
"DS_INTERNAL.IPYWIDGET_EXTENSIONJS_INFO","Telemetry event sent once we've successfully or unsuccessfully parsed the extension.js file in the widget folder.
E.g. if we have a widget named ipyvolume, we attempt to parse the nbextensions/ipyvolume/extension.js file to get some info out of it.","Telemetry.IPyWidgetExtensionJsInfo","donjayamanne","Notebook, Notebook","Widgets","Successfully parsed extension.js","widgetFolderNameHash","Hash of the widget folder name.","string","",false
"DS_INTERNAL.IPYWIDGET_EXTENSIONJS_INFO","Telemetry event sent once we've successfully or unsuccessfully parsed the extension.js file in the widget folder.
E.g. if we have a widget named ipyvolume, we attempt to parse the nbextensions/ipyvolume/extension.js file to get some info out of it.","Telemetry.IPyWidgetExtensionJsInfo","donjayamanne","Notebook, Notebook","Widgets","Failed to parse extension.js. ","failed","Failed to parse extension.js.","true","",false
"DS_INTERNAL.IPYWIDGET_EXTENSIONJS_INFO","Telemetry event sent once we've successfully or unsuccessfully parsed the extension.js file in the widget folder.
E.g. if we have a widget named ipyvolume, we attempt to parse the nbextensions/ipyvolume/extension.js file to get some info out of it.","Telemetry.IPyWidgetExtensionJsInfo","donjayamanne","Notebook, Notebook","Widgets","Failed to parse extension.js. ","failure","Reason for the failure.","","'couldNotLocateRequireConfigStart' 
'couldNotLocateRequireConfigEnd' 
'noRequireConfigEntries' ",false
"DS_INTERNAL.IPYWIDGET_EXTENSIONJS_INFO","Telemetry event sent once we've successfully or unsuccessfully parsed the extension.js file in the widget folder.
E.g. if we have a widget named ipyvolume, we attempt to parse the nbextensions/ipyvolume/extension.js file to get some info out of it.","Telemetry.IPyWidgetExtensionJsInfo","donjayamanne","Notebook, Notebook","Widgets","Failed to parse extension.js. ","patternUsedToRegisterRequireConfig","Pattern (code style) used to register require.config entries.
Pattern (code style) used to register require.config enties.","","null or <empty> ",false
"DS_INTERNAL.IPYWIDGET_EXTENSIONJS_INFO","Telemetry event sent once we've successfully or unsuccessfully parsed the extension.js file in the widget folder.
E.g. if we have a widget named ipyvolume, we attempt to parse the nbextensions/ipyvolume/extension.js file to get some info out of it.","Telemetry.IPyWidgetExtensionJsInfo","donjayamanne","Notebook, Notebook","Widgets","Failed to parse extension.js. ","widgetFolderNameHash","Hash of the widget folder name.","string","",false
"DS_INTERNAL.IPYWIDGET_LOAD_FAILURE","Telemetry event sent when an ipywidget module fails to load. Module name is hashed.","Telemetry.IPyWidgetLoadFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","isOnline","Whether we've detected a connection to the internet or not (to access the CDN).","boolean","",false
"DS_INTERNAL.IPYWIDGET_LOAD_FAILURE","Telemetry event sent when an ipywidget module fails to load. Module name is hashed.","Telemetry.IPyWidgetLoadFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleHash","Hash of the widget module.","string","",false
"DS_INTERNAL.IPYWIDGET_LOAD_FAILURE","Telemetry event sent when an ipywidget module fails to load. Module name is hashed.","Telemetry.IPyWidgetLoadFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleVersion","Version of the module.","string","",false
"DS_INTERNAL.IPYWIDGET_LOAD_FAILURE","Telemetry event sent when an ipywidget module fails to load. Module name is hashed.","Telemetry.IPyWidgetLoadFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","timedout","Whether we timedout getting the source of the script (fetching script source in extension code).","boolean","",false
"DS_INTERNAL.IPYWIDGET_LOAD_SUCCESS","Telemetry event sent when an ipywidget module loads. Module name is hashed.","Telemetry.IPyWidgetLoadSuccess","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleHash","Hash of the module name.","string","",false
"DS_INTERNAL.IPYWIDGET_LOAD_SUCCESS","Telemetry event sent when an ipywidget module loads. Module name is hashed.","Telemetry.IPyWidgetLoadSuccess","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleVersion","Version of the module.","string","",false
"DS_INTERNAL.IPYWIDGET_OVERHEAD","Telemetry event sent to indicate the overhead of syncing the kernel with the UI.","Telemetry.IPyWidgetOverhead","donjayamanne","Notebook, InteractiveWindow","Widgets","","averageWaitTime","Average wait timne.","number","",false
"DS_INTERNAL.IPYWIDGET_OVERHEAD","Telemetry event sent to indicate the overhead of syncing the kernel with the UI.","Telemetry.IPyWidgetOverhead","donjayamanne","Notebook, InteractiveWindow","Widgets","","numberOfMessagesWaitedOn","Number of messages","number","",false
"DS_INTERNAL.IPYWIDGET_OVERHEAD","Telemetry event sent to indicate the overhead of syncing the kernel with the UI.","Telemetry.IPyWidgetOverhead","donjayamanne","Notebook, InteractiveWindow","Widgets","","numberOfRegisteredHooks","Number of registered hook.","number","",false
"DS_INTERNAL.IPYWIDGET_OVERHEAD","Telemetry event sent to indicate the overhead of syncing the kernel with the UI.","Telemetry.IPyWidgetOverhead","donjayamanne","Notebook, InteractiveWindow","Widgets","","totalOverheadInMs","Total time in ms","number","",false
"DS_INTERNAL.IPYWIDGET_PROMPT_TO_USE_CDN","Telemetry sent when we prompt user to use a CDN for IPyWidget scripts.
This is always sent when we display a prompt.","Telemetry.IPyWidgetPromptToUseCDN","donjayamanne","Notebook, InteractiveWindow","Widgets","","","","","",""
"DS_INTERNAL.IPYWIDGET_PROMPT_TO_USE_CDN_SELECTION","Telemetry sent when user does something with the prompt displayed to user about using CDN for IPyWidget scripts.","Telemetry.IPyWidgetPromptToUseCDNSelection","donjayamanne","Notebook, InteractiveWindow","Widgets","","selection","The section made by the user.","","'ok' 
'cancel' 
'dismissed' 
'doNotShowAgain' ",false
"DS_INTERNAL.IPYWIDGET_RENDER_FAILURE","Telemetry event sent when the widget render function fails (note, this may not be sufficient to capture all failures).","Telemetry.IPyWidgetRenderFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","","","","",""
"DS_INTERNAL.IPYWIDGET_TIME_TO_COPY_NBEXTENSIONS_DIR","Total time take to copy the nb extensions folder.","Telemetry.IPyWidgetNbExtensionCopyTime","donjayamanne","Notebook, Notebook","Widgets","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.IPYWIDGET_UNHANDLED_MESSAGE","Telemetry event sent when the widget tries to send a kernel message but nothing was listening","Telemetry.IPyWidgetUnhandledMessage","donjayamanne","Notebook, InteractiveWindow","Widgets","","msg_type","Type of the protocol message sent by Jupyter kernel.","string","",false
"DS_INTERNAL.IPYWIDGET_USED_BY_USER","Telemetry event sent with name of a Widget that is used.
Helps determine which widgets are used the most, and which are not.
Useful in prioritizing which widgets to work on if things fail to work.","Telemetry.HashedIPyWidgetNameUsed","donjayamanne","Notebook, InteractiveWindow","Widgets","","cdnSearched","Whether we searched CDN or not.","boolean","",false
"DS_INTERNAL.IPYWIDGET_USED_BY_USER","Telemetry event sent with name of a Widget that is used.
Helps determine which widgets are used the most, and which are not.
Useful in prioritizing which widgets to work on if things fail to work.","Telemetry.HashedIPyWidgetNameUsed","donjayamanne","Notebook, InteractiveWindow","Widgets","","hashedName","Hash of the widget module.
If the widget is found on a CDN, then the unhashed name is sent in `moduleName`.","string","",false
"DS_INTERNAL.IPYWIDGET_USED_BY_USER","Telemetry event sent with name of a Widget that is used.
Helps determine which widgets are used the most, and which are not.
Useful in prioritizing which widgets to work on if things fail to work.","Telemetry.HashedIPyWidgetNameUsed","donjayamanne","Notebook, InteractiveWindow","Widgets","","modelName","Name of the widget model that's loaded.
Sent only for cases where `source` is `cdn` or when module is found on cdn.
As that is the only time we can safely send the name (if its on public CDN then its public information).","string","",true
"DS_INTERNAL.IPYWIDGET_USED_BY_USER","Telemetry event sent with name of a Widget that is used.
Helps determine which widgets are used the most, and which are not.
Useful in prioritizing which widgets to work on if things fail to work.","Telemetry.HashedIPyWidgetNameUsed","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleName","Name of the widget module
Sent only for cases where `source` is `cdn` or when module is found on cdn.
As that is the only time we can safely send the name (if its on public CDN then its public information).","string","",true
"DS_INTERNAL.IPYWIDGET_USED_BY_USER","Telemetry event sent with name of a Widget that is used.
Helps determine which widgets are used the most, and which are not.
Useful in prioritizing which widgets to work on if things fail to work.","Telemetry.HashedIPyWidgetNameUsed","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleVersion","Version of the Module used, sent only for cases where `source` is `cdn` or when module is found on cdn.","string","",true
"DS_INTERNAL.IPYWIDGET_USED_BY_USER","Telemetry event sent with name of a Widget that is used.
Helps determine which widgets are used the most, and which are not.
Useful in prioritizing which widgets to work on if things fail to work.","Telemetry.HashedIPyWidgetNameUsed","donjayamanne","Notebook, InteractiveWindow","Widgets","","source","Where did we find the hashed name (CDN or user environment or remote jupyter).","","'cdn' 
'local' 
'remote' ",true
"DS_INTERNAL.IPYWIDGET_WIDGET_VERSION_NOT_SUPPORTED_LOAD_FAILURE","Telemetry event sent when an ipywidget version that is not supported is used & we have trapped this and warned the user abou it.","Telemetry.IPyWidgetWidgetVersionNotSupportedLoadFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleHash","Hash of the widget module.","string","",false
"DS_INTERNAL.IPYWIDGET_WIDGET_VERSION_NOT_SUPPORTED_LOAD_FAILURE","Telemetry event sent when an ipywidget version that is not supported is used & we have trapped this and warned the user abou it.","Telemetry.IPyWidgetWidgetVersionNotSupportedLoadFailure","donjayamanne","Notebook, InteractiveWindow","Widgets","","moduleVersion","Version of the module.","string","",false
"DS_INTERNAL.JUPYTER_CUSTOM_COMMAND_LINE","Telemetry event sent to when user customizes the jupyter command line","Telemetry.JupyterCommandLineNonDefault","donjayamanne","N/A","","","","","","",""
"DS_INTERNAL.JUPYTER_INTALLED_BUT_NO_KERNELSPEC_MODULE","Telemetry event sent when jupyter has been found in interpreter but we cannot find kernelspec.","Telemetry.JupyterInstalledButNotKernelSpecModule","donjayamanne","N/A","","","","","","",""
"DS_INTERNAL.JUPYTER_REGISTER_INTERPRETER_AS_KERNEL","Sent to measure the time taken to register an interpreter as a Jupyter kernel.","Telemetry.RegisterInterpreterAsKernel","donjayamanne","N/A","KernelStartup","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.JUPYTERSTARTUPCOST","Time taken to start the Jupyter server.","Telemetry.StartJupyter","donjayamanne","N/A","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.KERNEL_COUNT","Telemetry sent with the total number of different types of kernels in the kernel picker.","Telemetry.KernelCount","donjayamanne","KernelPicker","","","kernelInterpreterCount","Total number of interpreters in the kernel list.","number","",false
"DS_INTERNAL.KERNEL_COUNT","Telemetry sent with the total number of different types of kernels in the kernel picker.","Telemetry.KernelCount","donjayamanne","KernelPicker","","","kernelLiveCount","Total number of live kernels in the kernel list.","number","",false
"DS_INTERNAL.KERNEL_COUNT","Telemetry sent with the total number of different types of kernels in the kernel picker.","Telemetry.KernelCount","donjayamanne","KernelPicker","","","kernelSpecCount","Total number of kernel specs in the kernel list.","number","",false
"DS_INTERNAL.KERNEL_COUNT","Telemetry sent with the total number of different types of kernels in the kernel picker.","Telemetry.KernelCount","donjayamanne","KernelPicker","","","localKernelSpecCount","Total number of local kernel specs in the list.","number","",false
"DS_INTERNAL.KERNEL_COUNT","Telemetry sent with the total number of different types of kernels in the kernel picker.","Telemetry.KernelCount","donjayamanne","KernelPicker","","","remoteKernelSpecCount","Total number of remote kernel specs in the list.","number","",false
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","failed","Whether there was a failure.
Common to most of the events.","true","",false
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","failureCategory","A reason that we generate (e.g. kerneldied, noipykernel, etc), more like a category of the error.
Common to most of the events.","string","",true
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","failureSubCategory","Further sub classification of the error. E.g. kernel died due to the fact that zmq is not installed properly.
Common to most of the events.","string","",true
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","pythonErrorFile","Hash of the file name that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","pythonErrorFolder","Hash of the folder that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","pythonErrorPackage","Hash of the module that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.KERNEL_LAUNCHER_PERF","Total time taken to Launch a raw kernel.","Telemetry.KernelLauncherPerf","donjayamanne","N/A","KernelStartup","","stackTrace","Node stacktrace without PII.
Common to most of the events.","string","",true
"DS_INTERNAL.KERNEL_LISTING_PERF","Time taken to list the kernels.","Telemetry.KernelListingPerf","donjayamanne","N/A","","","duration","Total time taken to list kernels.","number","",false
"DS_INTERNAL.KERNEL_LISTING_PERF","Time taken to list the kernels.","Telemetry.KernelListingPerf","donjayamanne","N/A","","","kind","Whether this telemetry is for listing of all kernels or just python or just non-python.
(fetching kernels first time in the session is slower, later its cached).","","'remote' 
'local' 
'localKernelSpec' 
'localPython' ",false
"DS_INTERNAL.KERNEL_SPEC_NOT_FOUND","Telemetry event sent to indicate 'jupyter kernelspec' is not possible.","Telemetry.KernelSpecNotFound","donjayamanne","N/A","KernelStartup","","","","","",""
"DS_INTERNAL.NATIVE_VARIABLE_VIEW_LOADED","The Variable View webview was loaded.","Telemetry.NativeVariableViewLoaded","IanMatthewHuff","VariableViewer","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.NATIVE_VARIABLE_VIEW_MADE_VISIBLE","The Variable View webview was made visible.","Telemetry.NativeVariableViewMadeVisible","IanMatthewHuff","VariableViewer","","","","","","",""
"DS_INTERNAL.NEW_FILE_USED_IN_INTERACTIVE","Telemetry event sent when a user runs the interactive window with a new file","Telemetry.NewFileForInteractiveWindow","amunger","InteractiveWindow","","","","","","",""
"DS_INTERNAL.NUMBER_OF_REMOTE_KERNEL_IDS_SAVED","When users connect to a remote kernel, we store the kernel id so we can re-connect to that
when user opens the same notebook. We only store the last 100.
Count is the number of kernels saved in the list.","Telemetry.NumberOfSavedRemoteKernelIds","IanMatthewHuff","KernelPicker","","","count","Count is the number of kernels saved in the list.","number","",false
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","actionSource","Whether this was started by Jupyter extension or a 3rd party.
Common to most of the events.","","jupyterExtension ()
3rdPartyExtension ()",false
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","capturedEnvVars","Whether we managed to capture the environment variables or not.
In the case of conda environments, `false` would be an error condition, as we must have env variables for conda to work.
Common to most of the events.","boolean","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","disableUI","Whether the notebook startup UI (progress indicator & the like) was displayed to the user or not.
If its not displayed, then its considered an auto start (start in the background, like pre-warming kernel)
Common to most of the events.","boolean","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","isUsingActiveInterpreter","Whether this resource is using the active Python interpreter or not.
Common to most of the events.","boolean","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","kernelConnectionType","Whether kernel was started using kernel spec, interpreter, etc.
Common to most of the events.","KernelConnectionMetadata['kind']","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","kernelId","Hash of the Kernel Connection id.
Common to most of the events.","string","",false
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","kernelLanguage","Language of the kernel connection.
Common to most of the events.","string","",false
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","kernelSessionId","Unique identifier for an instance of a notebook session.
If we restart or run this notebook tomorrow, this id will be different.
Id could be something as simple as a hash of the current Epoch time.
Common to most of the events.","string","",false
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","pythonEnvironmentPackages","Comma delimited list of hashed packages & their versions.
Common to most of the events.","string","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","pythonEnvironmentPath","A key, so that rest of the information is tied to this. (hash)
Common to most of the events.","string","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","pythonEnvironmentType","Found plenty of issues when starting kernels with conda, hence useful to capture this info.
Common to most of the events.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","pythonEnvironmentVersion","Found plenty of issues when starting Conda Python 3.7, Python 3.7 Python 3.9 (in early days when ipykernel was not up to date)
Common to most of the events.","string","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","resourceHash","Hash of the resource (notebook.uri or pythonfile.uri associated with this).
If we run the same notebook tomorrow, the hash will be the same.
Used to check whether a particular notebook fails across time or not.
This is also used to map different telemetry events related to this same resource. E.g. we could have an event sent for starting a notebook with this hash,
and then later we get yet another event indicating starting a notebook failed. And another event indicating the Python environment used for this notebook is a conda environment or
we have some other event indicating some other piece of data for this resource. With the information across multiple resources we can now join the different data points
and have a better understanding of what is going on, e.g. why something failed.
Common to most of the events.","string","",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.PERCEIVED_JUPYTER_STARTUP_NOTEBOOK","Time take for jupyter server to start and be ready to run first user cell.
(Note: The property `notebook` only gets sent correctly in Jupyter version 2022.8.0 or later)","Telemetry.PerceivedJupyterStartupNotebook","donjayamanne","N/A","KernelStartup","","userExecutedCell","Whether the user executed a cell.
Common to most of the events.","boolean","",true
"DS_INTERNAL.PREFERRED_KERNEL","Telemetry sent when we have attempted to find the preferred kernel.","Telemetry.PreferredKernel","IanMatthewHuff","InteractiveWindow, Notebook, KernelPicker","","","hasActiveInterpreter","If we have an active interpreter or not.","boolean","",true
"DS_INTERNAL.PREFERRED_KERNEL","Telemetry sent when we have attempted to find the preferred kernel.","Telemetry.PreferredKernel","IanMatthewHuff","InteractiveWindow, Notebook, KernelPicker","","","language","Language of the target notebook or interactive window","string","",false
"DS_INTERNAL.PREFERRED_KERNEL","Telemetry sent when we have attempted to find the preferred kernel.","Telemetry.PreferredKernel","IanMatthewHuff","InteractiveWindow, Notebook, KernelPicker","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.PREFERRED_KERNEL","Telemetry sent when we have attempted to find the preferred kernel.","Telemetry.PreferredKernel","IanMatthewHuff","InteractiveWindow, Notebook, KernelPicker","","","result","Note if we did or did not find a preferred kernel.","","'found' 
'notfound' 
'failed' ",false
"DS_INTERNAL.PREFERRED_KERNEL_EXACT_MATCH","Send we we complete our preferred kernel match. Matched reason might be 'no match'.","Telemetry.PreferredKernelExactMatch","IanMatthewHuff","KernelPicker","","","matchedReason","How/why the preferred kernel was matched the way it was.","","null or <empty> ",false
"DS_INTERNAL.PYTHON_EXTENSION_INSTALLED_VIA_KERNEL_PICKER","Python extension was attempted to be installed via the kernel picker command.","Telemetry.PythonExtensionInstalledViaKernelPicker","IanMatthewHuff","KernelPicker","","","action","Did the Extension install succeed or fail?","","'success' 
'failed' ",false
"DS_INTERNAL.PYTHON_EXTENSION_NOT_INSTALLED","The kernel picker command to install python extension was shown.","Telemetry.PythonExtensionNotInstalled","IanMatthewHuff","KernelPicker","","","action","The message was displayed, or indicate that the user dismissed or downloaded the message.","","'displayed' 
'dismissed' 
'download' ",false
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","action","Action taken by the user or the extension.","","'cancelled' 
'displayed' 
'prompted' 
'installed' 
'ignored' 
'disabled' 
'failed' 
'install' 
'donotinstall' 
'differentKernel' 
'error' 
'installedInJupyter' 
'failedToInstallInJupyter' 
'dismissed' 
'moreInfo' ",false
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","isModulePresent","Whether the module was already (once before) installed into the python environment or
whether this already exists (detected via `pip list`)","","'true' 
null or <empty> ",true
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","moduleName","Name of the python module to be installed.","string","",false
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","pythonEnvType","Type of the python environment.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","resourceHash","Hash of the resource (notebook.uri or pythonfile.uri associated with this).
If we run the same notebook tomorrow, the hash will be the same.","string","",true
"DS_INTERNAL.PYTHON_MODULE_INSTALL","Telemetry sent when user is presented with a dialog to install a python package.
Also sent with the user's response to the dialog.","Telemetry.PythonModuleInstall","donjayamanne","N/A","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.PYTHON_NOT_INSTALLED","The kernel picker command to install python was shown.","Telemetry.PythonNotInstalled","IanMatthewHuff","KernelPicker","","","action","The message was displayed, or indicate that the user dismissed or downloaded the message.","","'displayed' 
'dismissed' 
'download' ",false
"DS_INTERNAL.RANK_KERNELS_PERF","Time taken to load kernels if needed and rank them all.","Telemetry.RankKernelsPerf","IanMatthewHuff","KernelPicker","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.RAWKERNEL_INFO_RESPONSE","After starting a kernel we send a request to get the kernel info.
This tracks the total time taken to get the response back (or wether we timedout).
If we timeout and later we find successful comms for this session, then timeout is too low
or we need more attempts.","Telemetry.RawKernelInfoResponse","donjayamanne","Notebook, InteractiveWindow","KernelStartup","","actionSource","Whether this was started by Jupyter extension or a 3rd party.
Common to most of the events.","","jupyterExtension ()
3rdPartyExtension ()",false
"DS_INTERNAL.RAWKERNEL_INFO_RESPONSE","After starting a kernel we send a request to get the kernel info.
This tracks the total time taken to get the response back (or wether we timedout).
If we timeout and later we find successful comms for this session, then timeout is too low
or we need more attempts.","Telemetry.RawKernelInfoResponse","donjayamanne","Notebook, InteractiveWindow","KernelStartup","","attempts","Total number of attempts and sending a request and waiting for response.","number","",false
